,maoyanID,name,release_date,online_days,rating,box_week,box,box_day,week_want,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,summer,festival,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite
20,248170,复仇者联盟3：无限战争,2018/5/11,61,9,1272000000,2390000000,387000000,241462,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
21,344990,唐人街探案2,2018/2/16,61,9,990000000,3397000000,340000000,72782,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,1,1
22,341737,碟中谍6：全面瓦解,2018/8/31,32,9,530000000,1245000000,168000000,63378,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,1,1
23,1217513,风语咒,2018/8/3,35,9,61921000,112000000,19434000,34955,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
24,341178,头号玩家,2018/3/30,62,9,390000000,1396000000,85690000,54238,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,0,1
25,1217236,悲伤逆流成河,2018/9/21,62,9,78345000,356000000,12774000,23583,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
26,1229214,爸，我一定行的,2018/8/24,37,9,18820000,47066000,4314000,23967,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
27,1200265,叶问外传：张天志,2018/12/21,32,9,42041000,131000000,10002000,15421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,1
28,881837,起跑线,2018/4/4,38,9,134000000,210000000,21273000,18667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
29,1208282,无名之辈,2018/11/16,59,9,67066000,794000000,9195000,9832,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
30,1141500,最后的棒棒,2018/8/17,17,9,461000,1009000,161000,7637,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
31,667783,爱在记忆消逝前,2018/2/23,22,9,2974000,6557000,1132000,7553,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
32,1212979,小狗奶瓶,2018/2/2,14,9,684000,1651000,298000,1631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
33,1216446,快把我哥带走,2018/8/17,46,8.9,122000000,375000000,49680000,71446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
34,341624,狂暴巨兽,2018/4/13,62,8.9,350000000,1003000000,94592000,59910,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
35,342166,无双,2018/9/30,61,8.9,54823000,1273000000,54819000,18477,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,0,0,0,0,0,1,0
36,343762,比得兔,2018/3/2,61,8.9,80148000,168000000,20015000,27332,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
37,338385,超人总动员2,2018/6/22,50,8.9,137000000,354000000,30401000,33931,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
38,1209159,找到你,2018/10/5,59,8.9,51953000,285000000,19190000,19898,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,1,0
39,338493,南极之恋,2018/2/1,21,8.9,80469000,234000000,9254000,11364,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
40,334598,玛雅蜜蜂历险记,2018/10/12,19,8.9,5886000,6903000,495000,1297,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
41,1219270,最后一球,2018/6/29,14,8.9,3950000,6092000,1993000,10001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
42,246714,马戏之王,2018/2/1,27,8.9,48025000,101000000,13601000,10220,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,0
43,1234403,恐龙王,2018/11/10,38,8.9,9856000,28605000,4807000,5347,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
44,1235235,张艺谋和他的“影”,2018/10/12,15,8.9,340000,821000,166000,1322,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
45,1238696,生活万岁,2018/11/27,19,8.9,2892000,4879000,446000,2484,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
46,343208,蚁人2：黄蜂女现身,2018/8/24,33,8.8,464000000,831000000,154000000,88494,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
47,1203575,反贪风暴3,2018/9/14,32,8.8,204000000,442000000,73641000,47076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,1,1
48,1212512,蜘蛛侠：平行宇宙,2018/12/21,47,8.8,179000000,427000000,44026000,45480,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
49,341213,无敌破坏王2：大闹互联网,2018/11/23,30,8.8,135000000,271000000,28623000,38578,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
50,1204720,妈妈咪鸭,2018/3/9,37,8.8,21312000,37234000,4079000,9351,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,0,0,0,0,0
51,342791,巴霍巴利王2：终结,2018/5/4,32,8.8,49149000,76838000,15606000,26452,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
52,11237,阿飞正传,2018/6/25,32,8.8,14187000,19739000,3185000,17120,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,0,0,0,0,1,1,0
53,1225340,您一定不要错过,2018/7/6,21,8.8,2218000,5277000,596000,14100,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
54,1206089,妈妈咪呀2,2018/8/3,11,8.8,2220000,4147000,624000,4180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
55,343667,流浪猫鲍勃,2018/11/2,22,8.8,28877000,52978000,4749000,7082,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
56,1218052,大三儿,2018/8/20,24,8.8,815000,1301000,169000,2493,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
57,1238706,你美丽了我的人生,2018/11/2,21,8.8,2699000,3627000,1757000,1780,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
58,346178,巨齿鲨,2018/8/10,60,8.7,347000000,1051000000,106000000,88639,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,0,0,0,0,1,1
59,343070,精灵旅社3：疯狂假期,2018/8/17,54,8.7,116000000,223000000,51526000,61537,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
60,1208942,超时空同居,2018/5/18,62,8.7,235000000,899000000,50120000,69866,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
61,1220736,神秘世界历险记4,2018/8/3,50,8.7,43623000,104000000,10664000,16057,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
62,1208748,小马宝莉大电影,2018/2/2,27,8.7,16983000,46813000,5408000,4676,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1
63,1201381,恋爱回旋,2018/3/9,24,8.7,11468000,18536000,3472000,14514,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0
64,672137,嘻哈英熊,2018/10/4,19,8.7,3525000,3811000,1345000,3006,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
65,1221035,老爸102岁,2018/11/30,26,8.7,22111000,30230000,7864000,10985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
66,1199020,跨越8年的新娘,2018/10/19,14,8.7,2160000,3117000,698000,3139,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
67,1224643,阿拉姜色,2018/10/26,21,8.7,1201000,2440000,394000,1251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
68,341628,侏罗纪世界2,2018/6/15,60,8.6,734000000,1695000000,202000000,116641,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
69,1218190,大师兄,2018/8/24,29,8.6,89594000,146000000,34854000,26122,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,0
70,1207271,憨豆特工3,2018/11/23,31,8.6,79535000,172000000,21344000,41413,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,1,1,1
