,maoyanID,name,release_date,online_days,rating,box_week,box,box_day,week_want,IMAX,gen_科幻,gen_纪录片,gen_爱情,gen_悬疑,gen_冒险,gen_喜剧,gen_恐怖,gen_动作,gen_惊悚,gen_动画,gen_家庭,gen_剧情,gen_奇幻,gen_犯罪,summer,festival,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite
71,1240159,来电狂响,2018/12/28,39,8.6,169000000,640000000,17920000,36544,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
72,334625,美食大冒险之英雄烩,2018/8/17,10,8.6,3040000,5027000,1103000,6367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
73,1220713,新大头儿子和小头爸爸3：俄罗斯奇遇记,2018/7/6,46,8.6,70423000,158000000,19128000,27049,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
74,342754,三块广告牌,2018/3/2,41,8.6,15025000,64990000,2960000,14326,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
75,1180993,花滑女王,2018/3/30,22,8.6,13372000,17167000,5059000,12313,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
76,1187437,念念手纪,2018/9/14,16,8.6,2814000,4471000,1069000,6533,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0
77,346465,绿毛怪格林奇,2018/12/14,31,8.6,19485000,26438000,2742000,8031,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1
78,1213193,猫与桃花源,2018/4/5,30,8.6,17092000,21805000,6615000,7466,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
79,1229963,警车联盟,2018/12/30,18,8.6,1184000,5317000,1170000,1517,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
80,246596,昨日青空,2018/10/26,32,8.5,49079000,83827000,12704000,13708,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
81,1198178,动物世界,2018/6/29,42,8.5,233000000,509000000,76318000,63399,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,0,1,1
82,344135,淘气大侦探,2018/7/20,21,8.5,7014000,10415000,2703000,5960,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,1,0
83,341941,冰雪女王3：火与冰,2018/4/5,60,8.5,43168000,74226000,17258000,17109,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
84,560411,阿凡提之奇缘历险,2018/10/1,38,8.5,66213000,76948000,12414000,5380,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,1
85,1207707,爱猫之城,2018/9/22,19,8.5,1156000,2820000,566000,4562,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
86,367738,完美陌生人,2018/5/25,32,8.5,18414000,53515000,5239000,16589,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
87,257454,第七个小矮人,2018/6/16,29,8.5,12331000,25491000,5740000,8695,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
88,368109,帝企鹅日记2：召唤,2018/10/12,23,8.5,3829000,5395000,572000,2916,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
89,672382,虎胆追凶,2018/9/21,18,8.5,13377000,22418000,4742000,6312,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,1,0
90,883179,汪星卧底,2018/7/20,20,8.5,8211000,14991000,2933000,9381,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
91,1199331,厕所英雄,2018/6/8,29,8.5,58587000,94609000,15141000,17158,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,0,0
92,1132494,生存家族,2018/6/22,21,8.5,6043000,11405000,1828000,7990,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0
93,1183637,黄金花,2018/4/28,20,8.5,568000,1508000,373000,1488,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,0,0
94,1219776,网络谜踪,2018/12/14,22,8.5,18289000,30494000,5146000,6985,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
95,1203156,兄弟班,2018/7/20,7,8.5,1443000,1905000,850000,1246,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,1,0,0,0,0,0,0,0
96,341578,那些女人,2018/9/3,11,8.5,4622000,4963000,2092000,1680,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
97,592271,小悟空,2018/7/14,20,8.5,5810000,8812000,2955000,6984,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,0,0
98,1212533,金龟子,2018/2/2,16,8.5,10893000,27798000,4365000,4200,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
99,1207100,米花之味,2018/4/20,8,8.5,820000,2289000,354000,1977,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
100,892394,奇怪的袜子精灵,2018/8/24,12,8.5,786000,1075000,409000,2599,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
101,1213191,暹罗决：九神战甲,2018/6/29,14,8.5,1864000,2534000,588000,2797,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,1,0
102,528054,青年马克思,2018/5/5,39,8.5,500000,20784000,238000,3276,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
103,341138,黑豹,2018/3/9,32,8.4,422000000,662000000,131000000,74504,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,1
104,1225632,名侦探柯南：零的执行人,2018/11/9,31,8.4,80883000,127000000,25897000,44185,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
105,1204774,黄金兄弟,2018/9/21,32,8.4,157000000,317000000,47478000,41742,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
106,1197626,镰仓物语,2018/9/14,26,8.4,25240000,48511000,6952000,18391,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1
107,1203768,浪矢解忧杂货店,2018/2/2,15,8.4,16802000,28763000,6268000,14296,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,1
108,346637,幕后玩家,2018/4/28,32,8.4,95147000,358000000,43669000,27065,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0,0,0,0,0,0,1,0
109,338400,神奇马戏团之动物饼干,2018/7/21,32,8.4,25218000,64882000,14614000,12748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,1,0,0,0
110,344162,脱单告急,2018/4/20,22,8.4,23015000,35020000,9139000,9583,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
111,1216914,潜艇总动员：海底两万里,2018/6/1,35,8.4,59276000,72693000,32450000,17534,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
112,342900,通勤营救,2018/3/30,30,8.4,26088000,45405000,8120000,11764,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,1,0
113,1177952,狗狗的疯狂假期,2018/2/2,14,8.4,3682000,10599000,1613000,4618,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
114,1208645,足球王者,2018/8/31,13,8.4,1561000,1854000,787000,1702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
115,328844,虎皮萌企鹅,2018/3/16,23,8.4,6297000,8680000,683000,2522,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
116,1212787,坏爸爸,2018/2/2,14,8.4,14529000,24476000,8418000,1177,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
117,1238758,我的冤家是条狗,2018/11/9,14,8.4,1297000,2320000,476000,2583,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
118,343720,后来的我们,2018/4/28,63,8.3,562000000,1361000000,285000000,305237,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,1,0
119,257739,古墓丽影：源起之战,2018/3/16,44,8.3,262000000,497000000,76777000,54535,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
120,344950,21克拉,2018/4/20,32,8.3,63314000,110000000,18170000,31863,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1
121,344292,阿尔法：狼伴归途,2018/9/7,30,8.3,70232000,114000000,22097000,24548,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
122,1216296,说走就走之不说再见,2018/9/14,16,8.3,7031000,9870000,2660000,6601,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
123,1217434,大闹西游,2018/9/22,26,8.3,18150000,37854000,8526000,7646,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
124,1206839,我是你妈,2018/5/11,30,8.3,24665000,36822000,6288000,17557,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
125,1204714,忌日快乐,2018/2/2,19,8.3,16649000,61262000,5051000,8367,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
126,603864,战犬瑞克斯,2018/5/11,25,8.3,3860000,6708000,1502000,7875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
127,1212413,大坏狐狸的故事,2018/3/16,27,8.3,10657000,16092000,1738000,6802,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
128,642167,飞鸟历险记,2018/3/8,20,8.3,1073000,1313000,349000,5373,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
129,257664,克隆人,2018/11/23,20,8.3,2900000,5320000,1059000,6317,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,1,0,0,0
130,345493,飓风奇劫,2018/11/2,28,8.3,48904000,95124000,9157000,6445,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
131,1203084,一出好戏,2018/8/10,51,8.2,534000000,1355000000,151000000,140598,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,1,0
132,1210830,胖子行动队,2018/9/30,34,8.2,32102000,261000000,31363000,14924,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
133,1207042,哆啦A梦：大雄的金银岛,2018/6/1,31,8.2,157000000,209000000,83924000,53792,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,1
134,1199029,玛丽与魔女之花,2018/4/28,34,8.2,5971000,20622000,1668000,9969,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,0,0,0,0,1
135,345991,暴裂无声,2018/4/4,26,8.2,35869000,54248000,8061000,15624,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
136,1220838,藏北秘岭-重返无人区,2018/8/31,62,8.2,4031000,20576000,1330000,8409,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
137,78480,狗十三,2018/12/7,33,8.2,16145000,51260000,3820000,12026,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
138,1218299,深海历险记,2018/8/24,30,8.2,10418000,17598000,2908000,6456,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,0,0,0
139,1165276,摘金奇缘,2018/11/30,15,8.2,7981000,11489000,2881000,4922,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
140,1201231,让我怎么相信你,2018/9/14,7,8.2,1482000,1836000,743000,642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
141,1207103,北方一片苍茫,2018/7/20,14,8.2,319000,732000,103000,1291,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
142,346272,捉妖记2,2018/2/16,56,8.1,1204000000,2237000000,546000000,126088,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,0,0,0,0,0,1,1
143,341516,狄仁杰之四大天王,2018/7/27,32,8.1,296000000,606000000,110000000,57719,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,0,0,0,0,0,1,1,0
144,78460,环太平洋：雷霆再起,2018/3/23,33,8.1,411000000,633000000,136000000,79094,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
145,1203437,影,2018/9/30,47,8.1,66231000,628000000,66156000,33209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,1,1,0
146,1200978,遇见你真好,2018/3/29,31,8.1,33701000,51012000,12084000,27859,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
147,1139994,猛虫过江,2018/6/15,35,8.1,66307000,203000000,18243000,19108,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
148,341944,游侠索罗：星球大战外传,2018/5/25,29,8.1,63183000,106000000,20104000,21557,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,1,1,1
149,1218267,亲爱的，我要和别人结婚了,2018/5/12,24,8.1,1007000,1941000,614000,18209,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
150,1204476,印度暴徒,2018/12/28,29,8.1,32633000,61929000,10435000,17790,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,1,0,0,1,0
151,1187542,昼颜,2018/5/18,28,8.1,7554000,14337000,2472000,15332,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,0,0
152,1227585,新灰姑娘,2018/10/1,33,8.1,55003000,60138000,12481000,8456,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,0,1,0,0,0,0,0,1
153,1203678,我的间谍前男友,2018/10/19,21,8.1,40092000,61745000,12072000,6876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
154,1203436,金钱世界,2018/3/2,21,8.1,6801000,11157000,2638000,9692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,1,0,0,0
155,1198834,给19岁的我自己,2018/5/29,17,8.1,3740000,4388000,1824000,12986,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
156,337129,亡命救赎,2018/11/30,21,8.1,11349000,14217000,5759000,6927,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
157,1182417,萌犬好声音,2018/3/24,17,8.1,7520000,9802000,4704000,5579,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
158,1238843,一百年很长吗,2018/12/1,8,8.1,790000,1238000,522000,3480,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
159,1204528,超大号美人,2018/8/28,10,8.1,1405000,1482000,611000,3279,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
160,1212982,人怕出名猪怕壮,2018/2/20,21,8.1,760000,8378000,218000,1111,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
161,1228750,照相师,2018/12/12,50,8.1,447000,20891000,128000,1010,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
162,1216365,小偷家族,2018/8/3,41,8,48395000,96749000,13399000,21215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,0,0,1,0,0,1,0,0
163,1204622,水形物语,2018/3/16,29,8,67718000,105000000,21817000,43523,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
164,343176,奇葩朵朵,2018/4/4,24,8,26689000,30214000,10692000,16247,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
165,1208008,泄密者,2018/6/15,29,8,34258000,70821000,10163000,17567,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,1,0,0,0,0,0,1,0
