,maoyanID,name,rating,box,box_day,box_week,release_date,IMAX,reg_美国,reg_中国大陆,reg_日本,reg_印度,reg_中国港澳台,week_want,online_days,weibo_topic,gen_爱情,gen_剧情,gen_奇幻,gen_传记,gen_家庭,gen_悬疑,gen_恐怖,gen_犯罪,gen_科幻,gen_灾难,gen_历史,gen_冒险,gen_动画,gen_运动,gen_动作,gen_古装,gen_战争,gen_喜剧,gen_音乐,gen_纪录片,gen_惊悚,spring,labor,summer,national
673,248553,惊天破,7.2,114000000.0,20688000.0,79984000.0,2016-10-20 00:00:00,False,False,True,False,False,True,27882.0,25.0,8710000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
674,246972,三人行,7.2,100000000.0,22866000.0,62500000.0,2016-06-24 00:00:00,False,False,True,False,False,True,22798.0,22.0,585.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
678,531857,绝对控制,7.2,6213000.0,2509000.0,3861000.0,2016-12-24 00:00:00,False,True,False,False,False,False,3227.0,13.0,1820000.0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
684,345970,冒牌卧底,7.1,22267000.0,7617000.0,14044000.0,2016-12-29 00:00:00,False,False,True,False,False,False,1778.0,16.0,8760000.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
685,1196196,凄灵室,7.1,1855000.0,321000.0,903000.0,2016-12-09 00:00:00,False,False,True,False,False,False,1769.0,18.0,1540000.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
694,247259,大话西游3,7.0,365000000.0,41944000.0,251000000.0,2016-09-14 00:00:00,False,False,True,False,False,True,38953.0,37.0,32930000.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
696,336766,夺路而逃,7.0,2499000.0,630000.0,1871000.0,2016-11-11 00:00:00,False,False,True,False,False,False,3294.0,15.0,9440000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
735,341882,育婴室,6.6,8043000.0,1552000.0,4106000.0,2016-10-28 00:00:00,False,False,True,False,False,False,5123.0,22.0,3460000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
736,341902,笑林足球,6.6,867000.0,262000.0,655000.0,2016-11-04 00:00:00,False,False,True,False,False,True,3418.0,7.0,150000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
758,53242,钢铁骑士,6.4,1929000.0,990000.0,1850000.0,2016-11-01 00:00:00,False,True,False,False,False,False,3736.0,11.0,750000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
774,367992,枕边有张脸2,6.2,2181000.0,389000.0,1181000.0,2016-10-28 00:00:00,False,False,True,False,False,False,4244.0,15.0,2870.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
776,1187417,白云桥,6.1,1970000.0,411000.0,1168000.0,2016-11-18 00:00:00,False,False,True,False,False,False,1466.0,14.0,593.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
785,346379,暗杀游戏,5.9,21038000.0,6574000.0,16496000.0,2016-10-14 00:00:00,False,False,False,False,False,False,10582.0,17.0,320000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
790,341297,恐怖笔记,5.8,2606000.0,217000.0,670000.0,2016-11-04 00:00:00,False,False,True,False,False,False,1726.0,14.0,6296.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
856,342068,寻梦环游记,9.6,1212000000.0,12792000.0,118000000.0,2017-11-24 00:00:00,False,True,False,False,False,False,14170.0,62.0,500000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
857,1187517,火力全开,9.6,2403000.0,527000.0,1558000.0,2017-10-20 00:00:00,False,True,False,False,False,True,3779.0,14.0,450000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
858,458721,看不见的客人,9.4,172000000.0,7022000.0,32613000.0,2017-09-15 00:00:00,False,False,False,False,False,False,10596.0,54.0,1060000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
859,248700,速度与激情8,9.3,2670000000.0,417000000.0,1352000000.0,2017-04-14 00:00:00,True,True,False,False,False,False,75707.0,62.0,12930000.000000002,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
860,1198177,缝纫机乐队,9.3,459000000.0,37761000.0,75147000.0,2017-09-29 00:00:00,False,False,True,False,False,False,22661.0,72.0,42780000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
861,1198738,一路逆风,9.3,3270000.0,729000.0,1745000.0,2017-01-06 00:00:00,False,False,True,False,False,False,1929.0,14.0,39080000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
862,344929,前任3：再见前任,9.2,1941000000.0,64492000.0,283000000.0,2017-12-29 00:00:00,False,False,True,False,False,False,47998.0,51.0,19670000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
865,344258,欢乐好声音,9.2,215000000.0,14811000.0,83093000.0,2017-02-17 00:00:00,True,True,False,False,False,False,8212.0,59.0,10210000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
866,1132316,闪光少女,9.2,64865000.0,6032000.0,23488000.0,2017-07-20 00:00:00,False,False,True,False,False,False,12997.0,43.0,5520000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
867,490367,重返·狼群,9.2,32989000.0,2614000.0,11871000.0,2017-06-16 00:00:00,False,False,True,False,False,False,12885.0,47.0,356.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
868,1203458,忠爱无言,9.2,25553000.0,115000.0,2532000.0,2017-06-09 00:00:00,False,False,True,False,False,False,5442.0,28.0,4394.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
870,1198214,羞羞的铁拳,9.1,2213000000.0,132000000.0,310000000.0,2017-09-30 00:00:00,True,False,True,False,False,False,61894.0,84.0,8400000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
871,248683,银河护卫队2,9.1,686000000.0,98608000.0,342000000.0,2017-05-05 00:00:00,True,True,False,False,False,False,48691.0,32.0,4330000.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
872,345011,建军大业,9.1,403000000.0,37956000.0,202000000.0,2017-07-27 00:00:00,True,False,True,False,False,False,35928.0,66.0,103660000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
873,343905,帕丁顿熊2,9.1,206000000.0,26246000.0,104000000.0,2017-12-08 00:00:00,True,True,False,False,False,False,29018.0,45.0,4116.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
875,1042603,了不起的菲丽西,9.1,40198000.0,4957000.0,22173000.0,2017-02-01 00:00:00,False,False,False,False,False,False,8398.0,28.0,4340000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
876,880690,我的爸爸是森林之王,9.1,56225000.0,7396000.0,15895000.0,2017-10-14 00:00:00,False,False,False,False,False,False,6614.0,45.0,560000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
877,1197625,血战湘江,9.1,73866000.0,4548000.0,13401000.0,2017-06-30 00:00:00,False,False,True,False,False,False,1567.0,52.0,1689999.9999999998,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
878,1193542,捍卫者,9.1,10333000.0,839000.0,3796000.0,2017-09-22 00:00:00,False,False,True,False,False,False,4077.0,24.0,680000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
881,1170264,芳华,9.0,1422000000.0,76125000.0,294000000.0,2017-12-15 00:00:00,True,False,True,False,False,False,39902.0,67.0,50770000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
882,78610,蓝精灵：寻找神秘村,9.0,173000000.0,14062000.0,77587000.0,2017-04-21 00:00:00,False,True,False,False,False,False,13688.0,49.0,2080000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
883,343669,傲娇与偏见,9.0,124000000.0,10601000.0,67754000.0,2017-04-20 00:00:00,False,False,True,False,False,False,12243.0,32.0,123330000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
884,346103,拆弹·专家,9.0,400000000.0,47428000.0,181000000.0,2017-04-28 00:00:00,False,False,True,False,False,True,14825.0,43.0,9120000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
885,1176763,追龙,9.0,577000000.0,40518000.0,95201000.0,2017-09-30 00:00:00,False,False,True,False,False,True,26889.0,55.0,120000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
886,344081,地球：神奇的一天,9.0,47783000.0,1332000.0,10595000.0,2017-08-11 00:00:00,False,False,True,False,False,False,5973.0,37.0,240000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
888,246012,加勒比海盗5：死无对证,8.9,1179000000.0,133000000.0,468000000.0,2017-05-26 00:00:00,True,True,False,False,False,False,65398.0,33.0,3990000.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
889,249894,雷神3：诸神黄昏,8.9,743000000.0,105000000.0,362000000.0,2017-11-03 00:00:00,True,True,False,False,False,False,56025.0,32.0,152.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
892,337443,至爱梵高·星空之谜,8.9,68729000.0,6888000.0,28692000.0,2017-12-08 00:00:00,False,False,False,False,False,False,19550.0,41.0,21500000.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
893,672175,喜欢·你,8.9,210000000.0,16985000.0,108000000.0,2017-04-27 00:00:00,False,False,True,False,False,True,13324.0,33.0,21070000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
894,344055,王牌保镖,8.9,139000000.0,26165000.0,90205000.0,2017-09-22 00:00:00,False,True,False,False,False,True,14951.0,31.0,640000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
895,367815,阿唐奇遇,8.9,30396000.0,5444000.0,19001000.0,2017-07-21 00:00:00,False,False,True,False,False,False,5483.0,27.0,2510000.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False
897,1197732,心理罪之城市之光,8.8,224000000.00000003,54797000.0,141000000.0,2017-12-22 00:00:00,False,False,True,False,False,False,30552.0,33.0,934720000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
898,249900,神偷奶爸3,8.8,1037000000.0,137000000.0,444000000.00000006,2017-07-07 00:00:00,True,True,False,False,False,False,92138.0,64.0,4800000.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
899,672114,春娇救志明,8.8,175000000.0,29948000.0,91281000.0,2017-04-28 00:00:00,False,False,True,False,False,True,22059.0,32.0,15819999.999999998,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
902,248648,我是马布里,8.8,8899000.0,2416000.0,5572000.0,2017-08-04 00:00:00,False,True,True,False,False,False,4292.0,13.0,8460000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
905,342601,冈仁波齐,8.8,100000000.0,1752000.0,16967000.0,2017-06-20 00:00:00,False,False,True,False,False,False,6568.0,47.0,280000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
906,346625,至暗时刻,8.8,37316000.0,2719000.0,14082000.0,2017-12-01 00:00:00,False,True,False,False,False,False,4060.0,27.0,350000.0,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
907,544704,灵狼传奇,8.8,11513000.0,2683000.0,5587000.0,2017-04-29 00:00:00,False,False,False,False,False,False,4477.0,28.0,2340000.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
908,341173,王牌特工2：黄金圈,8.7,474000000.0,78312000.0,263000000.0,2017-10-20 00:00:00,True,True,False,False,False,False,37972.0,33.0,5950000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
909,334590,极限特工：终极回归,8.7,1125000000.0,143000000.0,434000000.0,2017-02-10 00:00:00,True,True,False,False,False,False,42825.0,55.0,8309999.999999999,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
910,338402,全球风暴,8.7,434000000.0,65054000.0,226000000.0,2017-10-27 00:00:00,True,True,False,False,False,False,45402.0,48.0,3429999.9999999995,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
911,346308,十万个冷笑话2,8.7,133000000.0,17439000.0,55492000.0,2017-08-18 00:00:00,False,False,True,False,False,False,22837.0,37.0,6740000.000000001,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
912,346189,空天猎,8.7,319000000.0,31574000.0,86624000.0,2017-09-29 00:00:00,False,False,True,False,False,False,28580.0,35.0,30540000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
914,197420,失业生,8.7,6102000.0,1646000.0,4226000.0,2017-09-08 00:00:00,False,False,False,False,False,True,9092.0,19.0,2040000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
915,342906,非凡任务,8.7,156000000.0,14315000.0,58694000.0,2017-03-31 00:00:00,False,False,True,False,False,False,6147.0,29.0,10350000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
