,maoyanID,name,release_date,region,rating,box,box_day,box_week,week_want,special_date,IMAX,gen_爱情,gen_动画,gen_科幻,gen_惊悚,gen_犯罪,gen_悬疑,gen_家庭,gen_纪录片,gen_喜剧,gen_动作,gen_奇幻,gen_冒险,gen_剧情,gen_恐怖,region_中国大陆,region_中国港澳台,region_美国,region_日本,region_印度,region_其他,director_famous,actor_famous,IP_rewrite
316,666793,恐怖快递,2018/11/23,"中国大陆
",3.2,2265000,424000,1140000,5161,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
318,1212344,凌晨两点半,2018/4/13,"中国大陆
",2.7,1868000,268000,652000,3708,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
319,345036,地球最后的夜晚,2018/12/31,"中国大陆
",2.6,282000000,262000000,280000000,53786,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
321,1206605,绿皮书,2019/3/1,"美国
",9.5,477000000,25144000,114000000,34521,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
322,1167831,波西米亚狂想曲,2019/3/22,"英国,美国
",9.5,98722000,10289000,41776000,17316,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,1,0,0,1
323,1218727,何以为家,2019/4/29,"黎巴嫩,法国,美国
",9.3,320000000,12253000,167000000,98145,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,0,0
324,1235560,白蛇：缘起,2019/1/11,"中国大陆
",9.3,448000000,9755000,41233000,21172,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
327,1212492,老师·好,2019/3/22,"中国大陆
",9.3,353000000,16586000,80087000,21852,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
328,248906,流浪地球,2019/2/5,"中国大陆
",9.2,4654000000,188000000,2020000000,69354,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,1,1,1
329,1220571,我的英雄学院：两位英雄,2019/3/15,"日本
",9.2,38743000,10512000,31723000,39367,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,1,0,0,0,0,1
330,1239281,港珠澳大桥,2019/5/1,"中国大陆
",9.2,3849000,394000,1038000,7273,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,0,0
331,248172,复仇者联盟4：终局之战,2019/4/24,"美国
",9.1,4178000000,534000000,2224000000,242258,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
332,1206875,大黄蜂,2019/1/4,"美国
",9.1,1147000000,110000000,404000000,57988,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
333,1211727,反贪风暴4,2019/4/4,"中国香港,中国大陆
",9.1,792000000,78543000,352000000,56419,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,1
334,1243239,熊出没·原始时代,2019/2/5,"中国大陆
",9.1,714000000,73660000,423000000,38136,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
335,1214652,朝花夕誓-于离别之朝束起约定之花,2019/2/22,"日本
",9.1,17222000,3569000,10720000,20781,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,0
336,1217351,德鲁大叔,2019/1/11,"美国
",9.1,12077000,2452000,7027000,19705,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,0
337,1174518,“大”人物,2019/1/10,"中国大陆
",9.1,379000000,14560000,124000000,12476,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
338,1239544,调音师,2019/4/3,"印度
",9.1,324000000,7112000,91044000,11639,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,1,0,0,0,1
339,476263,天上再见,2019/4/30,"法国,加拿大
",9.1,2435000,240000,1244000,5895,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
340,1250341,夏目友人帐,2019/3/7,"日本
",9,115000000,19389000,84040000,83298,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,1
341,247295,驯龙高手3,2019/3/1,"美国
",9,366000000,54951000,218000000,60089,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
342,410629,阿丽塔：战斗天使,2019/2/22,"美国
",9,895000000,125000000,435000000,72397,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
343,346765,小飞象,2019/3/29,"美国
",9,147000000,12801000,72258000,18656,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,1,0,0,0,1,1,1
344,1205582,今夜在浪漫剧场,2019/2/14,"日本
",9,12313000,6558000,10004000,12534,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,0
345,1215867,一条狗的回家路,2019/1/18,"美国
",9,36436000,7152000,19913000,14858,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
347,1205909,祈祷落幕时,2019/4/12,"日本
",9,67485000,8064000,29408000,11579,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,1,1
348,1229697,四个春天,2019/1/4,"中国大陆
",9,10583000,708000,3132000,4054,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
349,1239844,钢铁飞龙之奥特曼崛起,2019/1/18,"中国大陆
",8.9,42592000,3241000,11533000,8169,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
352,1218091,飞驰人生,2019/2/5,"中国大陆
",8.8,1716000000,319000000,1048000000,73719,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,1,1,0
353,507792,地久天长,2019/3/22,"中国大陆
",8.8,45065000,6619000,24539000,22486,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0,0,0,0,0,1,1,0
354,341989,养家之人,2019/1/11,"爱尔兰,卢森堡,加拿大
",8.8,6307000,1380000,3920000,5690,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
355,341139,惊奇队长,2019/3/8,"美国
",8.7,1033000000,214000000,597000000,94727,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,1
356,1238862,我想吃掉你的胰脏,2019/1/18,"日本
",8.7,23887000,5731000,13605000,25418,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,0
357,1219670,海市蜃楼,2019/3/28,"西班牙
",8.7,110000000,5277000,65416000,11856,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
358,1132519,22年后的自白,2019/1/11,"日本
",8.7,5342000,1207000,3349000,6635,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,1
359,1211412,神奇乐园历险记,2019/4/19,"美国,西班牙
",8.7,46619000,2448000,21974000,3575,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,0,0
360,1220833,燃点,2019/1/11,"中国大陆
",8.7,8195000,530000,1917000,2210,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
361,344262,一吻定情,2019/2/14,"中国大陆,中国台湾
",8.6,173000000,91298000,130000000,47850,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,0,0,1
362,1238846,密室逃生,2019/1/18,"美国
",8.6,232000000,12659000,56913000,15771,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
363,345172,奎迪：英雄再起,2019/1/4,"美国
",8.6,17130000,3947000,11573000,10758,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
364,344869,疯狂的外星人,2019/2/5,"中国大陆,美国
",8.5,2201000000,408000000,1455000000,83191,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,1,0,0,0,1,1,1
366,341220,乐高大电影2,2019/3/22,"美国,澳大利亚,丹麦
",8.5,18437000,2059000,15443000,7711,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,1,1
368,341229,命运之夜——天之杯：恶兆之花,2019/1/11,"日本
",8.4,31618000,11371000,24574000,30213,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,1
369,343455,五十米之恋,2019/2/14,"中国大陆
",8.4,1368000,868000,1148000,6190,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
370,888384,森林奇缘,2019/1/18,"乌克兰
",8.4,7974000,1152000,3348000,4064,0,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1,0,0,0
371,1225543,魔神Z,2019/3/8,"日本
",8.4,408000,93000,284000,4948,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,0,1
372,672279,雪暴,2019/4/30,"中国大陆
",8.3,27581000,5232000,19511000,11521,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
373,457445,掠食城市,2019/1/18,"美国,新西兰
",8.3,50486000,9381000,28360000,12578,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,1,0,0,1
374,1228761,把哥哥退货可以吗,2019/3/15,"泰国
",8.3,1752000,691000,1401000,4381,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
375,1243904,动物出击,2019/4/30,"中国大陆
",8.2,3153000,1156000,2821000,3643,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,0,0,0,1,0,0
376,343987,精灵怪物：疯狂之旅,2019/3/29,"德国,英国
",8.2,6262000,838000,4718000,4490,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
377,1229799,过春天,2019/3/15,"中国大陆
",8.2,9942000,2318000,5920000,6392,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
378,1263355,狗眼看人心,2019/4/20,"中国大陆
",8.1,18475000,6433000,12128000,10611,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
379,1206415,虫林大作战,2019/4/13,"法国
",8.1,7635000,3368000,6628000,2830,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,1
380,1204080,战斗民族养成记,2019/1/24,"中国大陆,俄罗斯
",8.1,8034000,1112000,4861000,2702,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,1,0,0,0
381,580298,新喜剧之王,2019/2/5,"中国香港,中国大陆
",8,624000000,272000000,534000000,86350,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,1,1,0
382,1216383,比悲伤更悲伤的故事,2019/3/14,"中国台湾
",8,953000000,19131000,331000000,60839,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,0
383,1197466,三重威胁之跨国大营救,2019/3/14,"美国
",8,953000000,19131000,331000000,1527,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,1,0,0,0,0,0,0
384,1240859,闯堂兔3囧囧时光机,2019/1/18,"中国大陆
",7.9,4883000,1509000,2972000,5440,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
385,1230152,撞死了一只羊,2019/4/26,"中国大陆
",7.9,10447000,1672000,4667000,5701,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,1
386,1206836,神探蒲松龄,2019/2/5,"中国大陆,中国香港
",7.8,152000000,66151000,129000000,23371,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,1,1
387,248123,雷霆沙赞！,2019/4/5,"美国
",7.8,294000000,96935000,205000000,42473,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,0,1
388,1213175,在乎你,2019/4/12,"中国大陆
",7.8,5014000,2117000,3890000,11205,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
389,1207260,如影随心,2019/4/19,"中国大陆
",7.7,23606000,9034000,19657000,13048,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
390,907653,狂暴凶狮,2019/3/22,"荷兰
",7.7,44578000,13495000,35428000,17389,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
391,1215346,警告,2019/3/29,"西班牙
",7.7,633000,317000,510000,3660,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,1,0,0,0
392,344757,蓝色生死恋,2019/2/14,"中国大陆
",7.6,1493000,977000,1313000,17875,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
393,345808,死侍2：我爱我家,2019/1/25,"美国
",7.5,286000000,56502000,152000000,63337,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1
394,1229702,青蛙王子历险记,2019/4/5,"中国大陆
",7.4,9811000,3006000,6728000,2246,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
395,581264,境·界,2019/4/19,"日本
",7.3,3600000,1764000,3208000,6010,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,0,0,0,0
396,1215897,国家破产之日,2019/4/8,韩国,7.2,3600000,1764000,3208000,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,1,0,0,0
397,1215114,廉政风云,2019/2/5,"中国香港,中国大陆
",7,114000000,55879000,95242000,22879,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,0,0,0,0,1,0
398,345875,风中有朵雨做的云,2019/4/4,"中国大陆
",7,64780000,16500000,51516000,26980,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,1
399,345918,大侦探霍桑,2019/1/25,"中国大陆
",6.9,7968000,3216000,5392000,4110,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,1
400,343344,我的宠物是大象,2019/4/12,"中国大陆
",6.9,2548000,1176000,2215000,4102,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
401,672379,悟空奇遇记,2019/5/1,"中国大陆
",6.9,18768000,6329000,17880000,5397,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,1
402,1206824,人间·喜剧,2019/3/29,"中国大陆
",5.9,62888000,30259000,56276000,27513,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
403,1216267,家和万事惊,2019/1/18,"中国香港,中国大陆
",5.9,32625000,6454000,12565000,11115,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,0,0,0,1,1,0
404,1162868,转型团伙,2019/4/19,"中国大陆
",5.8,16709000,6940000,14801000,6742,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
405,1233150,小猪佩奇过大年,2019/2/5,"中国大陆,英国
",5.7,124000000,58209000,112000000,22584,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,1,0,0,1
406,1156894,欲念游戏,2019/4/12,"中国大陆
",5.5,7453000,3802000,6575000,7290,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0,0,0,0,0,0,1,0
407,1212353,阳台上,2019/3/15,"中国大陆
",5.3,3974000,1927000,3400000,14488,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,1,0
408,368260,最佳男友进化论,2019/4/12,"中国香港,中国大陆
",5.3,14462000,5063000,11502000,13607,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,0,0,0,0,0
409,1251817,少女宿舍,2019/3/15,"中国大陆
",4.7,1913000,484000,1038000,3843,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
410,1228776,下一任：前任,2019/5/1,"中国大陆
",4.3,117000000,46608000,100000000,127357,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
411,1251606,古井凶灵,2019/2/22,"中国大陆
",4.3,5346000,773000,1924000,7297,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
412,1254051,夜伴歌声,2019/3/22,"中国大陆
",3.7,3009000,587000,1465000,5401,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,0,0,0,0,0
413,1206939,守灵,2019/4/4,"中国大陆
",3.6,3327000,689000,2075000,3839,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,0,0
